Fiscal Year,Payroll Number,Agency Name,Agency Start Date,Work Location Borough,Title Description,Leave Status as of June 30,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,OT Hours,Total OT Paid,Total Other Pay,Hourly Rate,Under Min Wage
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/19/2011,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,61850,per Annum,1820,59938.98,56.25,1923.45,2083,32.93,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/30/2005,WESTCHESTER,COMMUNITY ASSOCIATE,ACTIVE,61973,per Annum,1820,60035.7,9.75,486.68,2938.85,32.99,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/14/2003,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,64368,per Annum,1820,62357.11,138,6543.47,3276.1,34.26,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/20/2003,QUEENS,COMMUNITY ASSOCIATE,ACTIVE,65202,per Annum,1820,63164.56,4.5,236.17,2797.6,34.71,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/21/2015,BRONX,COMMUNITY ASSOCIATE,ACTIVE,65885,per Annum,1820,63849.43,0,0,3074.25,35.08,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,5/1/2011,MANHATTAN,PROCUREMENT ANALYST,ACTIVE,65977,per Annum,1820,64461.97,0,0,0,35.42,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/7/2012,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,66357,per Annum,1820,64306.51,58,2533.62,2453.75,35.33,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/3/2002,RICHMOND,COMMUNITY ASSOCIATE,ACTIVE,66704,per Annum,1820,64620.44,11,590.46,2881.1,35.51,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/20/2003,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,66925,per Annum,1820,64197.09,0.5,26.93,2871.85,35.27,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/30/2019,MANHATTAN,CUSTOMER INFORMATION REPRESENTATIVE MA L 1549,ACTIVE,67370,per Annum,1820,65288.1,0,0,0,35.87,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/24/2022,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,67667,per Annum,1820,65325,21.25,1158.7,167.5,35.89,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,4/25/1988,MANHATTAN,CUSTOMER INFORMATION REPRESENTATIVE MA L 1549,ACTIVE,68311,per Annum,1820,65881.22,0,0,5670.93,36.2,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,3/15/2001,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,70120,per Annum,1820,67931.42,21.75,784.81,2850.6,37.32,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,7/10/2016,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,70344,per Annum,1820,67628.98,15.75,443.9,100,37.16,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,8/20/2003,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,71119,per Annum,1820,68899.01,7,133.44,3972.35,37.86,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/26/2011,MANHATTAN,CUSTOMER INFORMATION REPRESENTATIVE MA L 1549,ACTIVE,71145,per Annum,1820,68947.33,0,0,2180.09,37.88,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/16/2006,MANHATTAN,SCHOOL FOOD SERVICE MANAGER,ACTIVE,71416,per Annum,1820,68638.07,0,0,3422.66,37.71,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,11/16/2015,BRONX,SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST,ACTIVE,71926,per Annum,1820,69493.29,0,0,49.5,38.18,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,4/29/2013,QUEENS,SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST,ACTIVE,71926,per Annum,1820,69703.87,0,0,0,38.3,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/2/2022,BROOKLYN,SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST,ACTIVE,71926,per Annum,1820,69703.87,7.5,142.98,1500,38.3,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,12/15/2023,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,73923.7,186.25,8718.62,-2016.24,40.62,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,6/21/2015,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,69885.93,0,0,146.83,38.4,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,9/19/2016,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,69868.76,16.75,960.52,0,38.39,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/14/2014,QUEENS,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,69885.93,4.5,258.05,107.25,38.4,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,10/21/2018,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,69885.93,68.5,3894.55,74.25,38.4,FALSE
2025,740,DEPARTMENT OF EDUCATION ADMIN,1/24/2022,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72114,per Annum,1820,69885.93,2.5,143.36,8.25,38.4,FALSE
