Fiscal Year,Payroll Number,Agency Name,Agency Start Date,Work Location Borough,Title Description,Leave Status as of June 30,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,OT Hours,Total OT Paid,Total Other Pay,Hourly Rate,Under Min Wage
2025,54,CIVILIAN COMPLAINT REVIEW BD,9/30/2019,MANHATTAN,SUPERVISOR OF INVESTIGATORS,ACTIVE,94860,per Annum,1820,91929.04,0,0,8.25,50.51,FALSE
2025,215,COMMISSION ON RACIAL EQUITY,6/2/2024,MANHATTAN,EXECUTIVE AGENCY COUNSEL,ACTIVE,160038,per Annum,1820,154558.05,0,0,0,84.92,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),2/3/2014,QUEENS,EOC CUSTODIAL ASSISTANT,ACTIVE,42319,per Annum,2080,46234.63,0,0,3000,22.23,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),8/5/2013,QUEENS,IT ASSISTANT,ACTIVE,63918,per Annum,1820,69230.66,97,4178.85,3009.36,38.04,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),1/7/2019,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,70238,per Annum,1820,68866.31,0,0,3000,37.84,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),8/25/2023,QUEENS,ASSISTANT PROFESSOR,ACTIVE,79188,per Annum,260,77008.18,0,0,4500,296.19,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),9/1/2015,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,90375,per Annum,1820,90122.03,0,0,3000,49.52,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),2/1/2016,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,90375,per Annum,1820,88160.15,0,0,3000,48.44,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),1/29/2004,QUEENS,LECTURER,ACTIVE,92878,per Annum,260,92617.88,0,0,3000,356.22,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),8/26/2015,QUEENS,PROFESSOR,ACTIVE,96602,per Annum,260,90195.22,0,0,5000,346.9,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),8/26/2015,QUEENS,PROFESSOR,ACTIVE,96602,per Annum,260,94857.79,0,0,8600,364.84,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),1/29/2016,QUEENS,ASSOCIATE PROFESSOR,ACTIVE,104057,per Annum,260,101804.95,0,0,3000,391.56,FALSE
2025,463,COMMUNITY COLLEGE (BRONX),7/1/1987,QUEENS,HIGHER EDUCATION OFFICER,ACTIVE,141858,per Annum,1820,141460.88,0,0,3000,77.73,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),9/30/2013,BRONX,MAIL/MESSAGE SERVICES WORKER,ACTIVE,37840,per Annum,1820,41982.36,12.75,288.54,3628.06,23.07,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),5/28/2024,BRONX,CUNY CUSTODIAL ASSISTANT,ACTIVE,39922,per Annum,2080,37468.81,28.75,799.55,1512.93,18.01,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),5/20/2019,BRONX,CUNY OFFICE ASSISTANT,ACTIVE,43582,per Annum,1820,48233.13,0,0,3000,26.5,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),7/9/2018,BRONX,CUNY OFFICE ASSISTANT,ACTIVE,45249,per Annum,1820,49969.42,0,0,3000,27.46,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),1/4/2023,BRONX,IT ASSISTANT,ACTIVE,63918,per Annum,1820,62435.61,8.5,276.99,3000,34.31,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),1/27/2020,BRONX,HIGHER EDUCATION ASSISTANT,ACTIVE,79188,per Annum,1820,77008.18,0,0,3000,42.31,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),9/2/2014,BRONX,ASSISTANT TO HEO,ACTIVE,81712,per Annum,1820,79807.42,0,0,3000,43.85,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),8/25/2017,BRONX,LECTURER/DOCTORAL SCHEDULE,ACTIVE,88998,per Annum,1820,88748.79,0,0,3000,48.76,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),9/1/1994,BRONX,ASSISTANT PROFESSOR,ACTIVE,99532,per Annum,260,99253.45,0,0,3000,381.74,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),9/1/2004,BRONX,PROFESSOR,ACTIVE,129310,per Annum,260,126500.23,0,0,3000,486.54,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),9/1/2004,BRONX,PROFESSOR,ACTIVE,132987,per Annum,260,132614.66,0,0,3793.9,510.06,FALSE
2025,468,COMMUNITY COLLEGE (HOSTOS),1/11/2021,BRONX,HIGHER EDUCATION OFFICER,ACTIVE,141858,per Annum,1820,142212.26,0,0,3000,78.14,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),5/24/2021,BROOKLYN,CUNY CUSTODIAL ASSISTANT,ACTIVE,41163,per Annum,2080,42970.48,35,1033.22,4022.64,20.66,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),8/21/2023,BROOKLYN,CUNY CUSTODIAL ASSISTANT,ACTIVE,41163,per Annum,2080,42831.75,36,1097.3,3000,20.59,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/4/2007,BROOKLYN,CUNY OFFICE ASSISTANT,ACTIVE,46584,per Annum,1820,51173.27,0,0,3140.06,28.12,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),10/8/2021,BROOKLYN,CAMPUS PEACE OFFICER,ACTIVE,52799,per Annum,552,16368.3,109,3796.42,3374.48,29.65,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/24/1998,BROOKLYN,IT ASSISTANT,ACTIVE,72504,per Annum,1820,76241.36,90,3468.75,6282.68,41.89,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),11/8/2017,BROOKLYN,SENIOR COLLEGE LAB TECH,ACTIVE,77433,per Annum,1820,76425.19,0,0,3500,41.99,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/3/2012,BROOKLYN,SENIOR COLLEGE LAB TECH,ACTIVE,81246,per Annum,1820,79012.93,0,0,3000,43.41,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/1/2022,BROOKLYN,LECTURER/DOCTORAL SCHEDULE,ACTIVE,82102,per Annum,1820,80665.62,0,0,6952,44.32,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),2/1/2010,BROOKLYN,ASSISTANT PROFESSOR,ACTIVE,90375,per Annum,260,90122.03,0,0,8700,346.62,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/25/2017,BROOKLYN,HIGHER EDUCATION ASSISTANT,ACTIVE,90375,per Annum,1365,69323.22,0,0,3000,50.79,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),8/5/2013,BROOKLYN,HIGHER EDUCATION ASSISTANT,ACTIVE,93134,per Annum,1820,92873.19,0,0,3000,51.03,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),12/6/2004,BROOKLYN,HIGHER EDUCATION ASSISTANT,ACTIVE,99532,per Annum,1820,95888.23,0,0,3000,52.69,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),7/1/2006,BROOKLYN,HIGHER EDUCATION ASSOCIATE,ACTIVE,117805,per Annum,1820,113573.66,0,0,3000,62.4,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),2/2/2004,BROOKLYN,PROFESSOR,ACTIVE,129310,per Annum,260,128948.09,0,0,3400,495.95,FALSE
2025,465,COMMUNITY COLLEGE (KINGSBORO),9/1/2009,BROOKLYN,PROFESSOR,ACTIVE,129310,per Annum,260,128948.09,0,0,7650,495.95,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),8/21/2023,QUEENS,CUNY OFFICE ASSISTANT,ACTIVE,38568,per Annum,1820,39201.46,55,1478.49,3000,21.54,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),12/3/2018,QUEENS,CAMPUS SECURITY ASSISTANT,ACTIVE,40708,per Annum,2080,50306.92,268.5,9611.64,11626.87,24.19,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),12/23/1996,QUEENS,CUNY OFFICE ASSISTANT,ACTIVE,54698,per Annum,1820,60665.25,0,0,4317.89,33.33,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),2/14/2013,QUEENS,ASSISTANT TO HEO,ACTIVE,60394,per Annum,1820,60161.98,0,0,3000,33.06,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),5/6/2013,QUEENS,CUNY ADMINISTRATOR ASSISTANT,ACTIVE,60440,per Annum,1820,67055.37,0,0,3412.98,36.84,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),2/26/2016,QUEENS,CAMPUS PUBLIC SAFETY SERGEANT,ACTIVE,66803,per Annum,1600,59155.62,95.25,4936.62,5135.52,36.97,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),10/2/2013,QUEENS,LECTURER,ACTIVE,76870,per Annum,260,75447.7,0,0,3500,290.18,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),9/1/2015,QUEENS,LECTURER,ACTIVE,76870,per Annum,260,75447.7,0,0,3899.6,290.18,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),8/27/2018,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,86645,per Annum,1820,84447.4,0,0,3000,46.4,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),9/1/2014,QUEENS,ASSOCIATE PROFESSOR,ACTIVE,107789,per Annum,260,107487.16,0,0,3900,413.41,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),1/4/2006,QUEENS,PROFESSOR,ACTIVE,129310,per Annum,260,128948.09,0,0,3900,495.95,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),9/1/2014,QUEENS,PROFESSOR,ACTIVE,129310,per Annum,260,126500.23,0,0,9150,486.54,FALSE
2025,469,COMMUNITY COLLEGE (LAGUARDIA),2/8/2021,QUEENS,VICE PRESIDENT,ACTIVE,188700,per Annum,1820,188171.76,0,0,1000,103.39,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),2/21/2012,MANHATTAN,CUNY CUSTODIAL ASSISTANT,ACTIVE,41163,per Annum,2080,45668.69,100,3232.03,5529.4,21.96,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),3/18/2019,MANHATTAN,CUNY CUSTODIAL ASSISTANT,ACTIVE,41163,per Annum,2080,44836.84,303.67,10136.91,5307.53,21.56,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),12/18/2018,MANHATTAN,CUNY OFFICE ASSISTANT,ACTIVE,45386,per Annum,1820,50107.61,0,0,3000,27.53,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/15/2022,MANHATTAN,HIGHER EDUCATION ASSISTANT,ACTIVE,72667,per Annum,1820,71186.02,0,0,3000,39.11,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),11/10/2004,MANHATTAN,COLLEGE PRINT SHOP SPECIALIST,ACTIVE,73992,per Annum,1820,80382.52,66.75,3360.69,20525.62,44.17,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),1/27/2020,MANHATTAN,LECTURER,ACTIVE,76870,per Annum,260,75447.7,0,0,3400,290.18,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/27/2014,MANHATTAN,LECTURER,ACTIVE,81466,per Annum,260,80030.29,0,0,3400,307.81,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/26/2015,MANHATTAN,LECTURER,ACTIVE,83764,per Annum,260,83529.6,0,0,3900,321.27,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),2/13/2017,MANHATTAN,CUNY START INSTRUCTOR,ACTIVE,83764,per Annum,260,83529.6,0,0,3000,321.27,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/27/2007,MANHATTAN,LECTURER,ACTIVE,87004,per Annum,260,86760.43,0,0,3800,333.69,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),2/9/2015,MANHATTAN,HIGHER EDUCATION ASSOCIATE,ACTIVE,100329,per Annum,1610,88422.04,0,0,2230.35,54.92,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/27/2014,MANHATTAN,ASSOCIATE PROFESSOR,ACTIVE,100329,per Annum,260,98087.87,0,0,3800,377.26,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/27/2014,MANHATTAN,ASSOCIATE PROFESSOR,ACTIVE,107789,per Annum,260,107487.16,0,0,6493.16,413.41,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),1/28/2013,MANHATTAN,PROFESSOR,ACTIVE,129310,per Annum,260,126500.23,0,0,3000,486.54,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),8/27/2012,MANHATTAN,PROFESSOR,ACTIVE,129310,per Annum,260,126500.23,0,0,3800,486.54,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),1/28/2010,MANHATTAN,PROFESSOR,ACTIVE,129310,per Annum,260,126500.23,0,0,3400,486.54,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),9/1/2004,MANHATTAN,PROFESSOR,ACTIVE,132987,per Annum,260,130680.74,0,0,45063.14,502.62,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),2/1/2000,MANHATTAN,PROFESSOR,ACTIVE,141858,per Annum,260,129801.16,0,0,29713.5,499.24,FALSE
2025,466,COMMUNITY COLLEGE (MANHATTAN),3/11/2024,MANHATTAN,VICE PRESIDENT,ACTIVE,200000,per Annum,1820,199440,0,0,0,109.58,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),5/18/2015,QUEENS,CAMPUS PUBLIC SAFETY SERGEANT,ACTIVE,66803,per Annum,2080,73561.45,312,16498.91,7757.1,35.37,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),10/15/2003,QUEENS,SENIOR COLLEGE LAB TECH,ACTIVE,81246,per Annum,1820,81018.42,0,0,3000,44.52,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),3/12/2018,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,82928,per Annum,1820,82614.09,0,0,3000,45.39,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),5/13/2024,QUEENS,ASSISTANT PROFESSOR,ACTIVE,82928,per Annum,260,82695.83,0,0,3000,318.06,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),1/27/2014,QUEENS,LECTURER,ACTIVE,87004,per Annum,190,66689.93,0,0,3047.67,351,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),9/5/2008,QUEENS,LECTURER,ACTIVE,92878,per Annum,260,92617.88,0,0,3000,356.22,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),9/13/2004,QUEENS,HIGHER EDUCATION ASSISTANT,ACTIVE,99532,per Annum,1820,99253.45,0,0,3000,54.53,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),8/27/2012,QUEENS,ASSOCIATE PROFESSOR,ACTIVE,107789,per Annum,260,107487.16,0,0,6780,413.41,FALSE
2025,464,COMMUNITY COLLEGE (QUEENSBORO),2/5/2019,QUEENS,HIGHER EDUCATION OFFICER,ACTIVE,141858,per Annum,1820,141460.88,0,0,3000,77.73,FALSE
2025,866,CONSUMER AND WORKER PROTECTION,10/17/2005,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,56426,per Annum,1820,54660.6,0,0,5696.53,30.03,FALSE
2025,866,CONSUMER AND WORKER PROTECTION,7/24/2017,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,60710,per Annum,1820,58834.38,0,0,1088.63,32.33,FALSE
2025,866,CONSUMER AND WORKER PROTECTION,3/19/2012,MANHATTAN,ASSOCIATE INSPECTOR,ACTIVE,83101,per Annum,1820,80533.38,0,0,2475.51,44.25,FALSE
2025,866,CONSUMER AND WORKER PROTECTION,6/13/2022,MANHATTAN,AGENCY ATTORNEY,ACTIVE,95450,per Annum,1820,90886.86,0,0,3845.65,49.94,FALSE
2025,866,CONSUMER AND WORKER PROTECTION,2/23/1987,MANHATTAN,ASSOCIATE INSPECTOR,ACTIVE,108780,per Annum,1820,105395.54,0,0,3523.22,57.91,FALSE
2025,125,DEPARTMENT FOR THE AGING,8/31/2015,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,72298,per Annum,1820,65466.41,0,0,0,35.97,FALSE
2025,125,DEPARTMENT FOR THE AGING,7/6/2015,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,78082,per Annum,1820,75669.49,0,0,144.89,41.58,FALSE
2025,125,DEPARTMENT FOR THE AGING,7/11/2022,MANHATTAN,NUTRITION CONSULTANT,ACTIVE,82844,per Annum,1820,79551.1,0,0,769.78,43.71,FALSE
2025,125,DEPARTMENT FOR THE AGING,9/12/2022,MANHATTAN,ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE,ACTIVE,105523,per Annum,1820,101909.57,0,0,0,55.99,FALSE
2025,125,DEPARTMENT FOR THE AGING,5/29/2023,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,111625,per Annum,1820,110544.39,0,0,4926.96,60.74,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/17/2023,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,43899,per Annum,1820,42542.52,0,0,0,23.38,FALSE
2025,810,DEPARTMENT OF BUILDINGS,6/17/2024,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,48631,per Annum,1820,46981.31,0,0,0,25.81,FALSE
2025,810,DEPARTMENT OF BUILDINGS,5/20/2019,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,48631,per Annum,1820,47128.38,0,0,1042.19,25.89,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/11/2022,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,48631,per Annum,1820,47128.38,0,0,0,25.89,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/22/2002,BROOKLYN,COMMUNITY ASSOCIATE,ACTIVE,58241.64,per Annum,1820,56203.96,31,984.92,1491.26,30.88,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/5/2023,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,71581,per Annum,2080,69838.4,0,0,599.63,33.58,FALSE
2025,810,DEPARTMENT OF BUILDINGS,4/8/2024,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,71581,per Annum,2080,69050.55,0,0,207,33.2,FALSE
2025,810,DEPARTMENT OF BUILDINGS,7/17/2023,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,71581,per Annum,2080,69580.93,47,2345.52,494.39,33.45,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/16/2023,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,72012,per Annum,2080,69829.65,163.5,9107.25,8858.34,33.57,FALSE
2025,810,DEPARTMENT OF BUILDINGS,8/7/2023,MANHATTAN,AGENCY ATTORNEY INTERNE,ACTIVE,72510,per Annum,1820,70720.1,7.75,297.91,0,38.86,FALSE
2025,810,DEPARTMENT OF BUILDINGS,6/10/2019,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,74092,per Annum,2080,71984.33,0,0,2931.34,34.61,FALSE
2025,810,DEPARTMENT OF BUILDINGS,9/10/2018,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,74213,per Annum,2080,72069.89,88.33,4846.03,3725.46,34.65,FALSE
2025,810,DEPARTMENT OF BUILDINGS,3/20/2017,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,77445,per Annum,2080,75199.39,26.5,1488,3475.79,36.15,FALSE
2025,810,DEPARTMENT OF BUILDINGS,6/5/2023,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,78083,per Annum,1820,75670.3,41.5,1769.54,77.55,41.58,FALSE
2025,810,DEPARTMENT OF BUILDINGS,9/13/2021,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1820,75490.19,0,0,3501.21,41.48,FALSE
2025,810,DEPARTMENT OF BUILDINGS,8/14/2023,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1820,77267.33,17,866.48,145.77,42.45,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/13/2020,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1820,77267.33,0,0,800.25,42.45,FALSE
2025,810,DEPARTMENT OF BUILDINGS,5/22/2023,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1715,72824.33,0,0,171.13,42.46,FALSE
2025,810,DEPARTMENT OF BUILDINGS,3/20/2023,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1820,75738.23,0,0,222.06,41.61,FALSE
2025,810,DEPARTMENT OF BUILDINGS,3/13/2023,RICHMOND,ASSISTANT PLAN EXAMINER,ACTIVE,79731,per Annum,1820,77267.33,0,0,229.56,42.45,FALSE
2025,810,DEPARTMENT OF BUILDINGS,4/18/2022,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,81533,per Annum,2080,70344.37,0,0,1675.35,33.82,FALSE
2025,810,DEPARTMENT OF BUILDINGS,9/13/2021,MANHATTAN,INSPECTOR PLUMBING,ACTIVE,81546,per Annum,2080,79257.56,62,3650.88,1687.44,38.1,FALSE
2025,810,DEPARTMENT OF BUILDINGS,6/19/2017,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,81703,per Annum,2080,79350.27,72.25,4355.28,3946.6,38.15,FALSE
2025,810,DEPARTMENT OF BUILDINGS,12/19/2016,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,81759,per Annum,2080,79392.63,163,9725.76,3475.85,38.17,FALSE
2025,810,DEPARTMENT OF BUILDINGS,12/19/2016,MANHATTAN,INSPECTOR CONSTRUCTION,ACTIVE,81830,per Annum,2080,79461.88,8,473.61,3475.85,38.2,FALSE
2025,810,DEPARTMENT OF BUILDINGS,8/15/2016,MANHATTAN,ASSISTANT PLAN EXAMINER,ACTIVE,89479,per Annum,1820,86713.98,0,-2.55,6102.15,47.65,FALSE
2025,810,DEPARTMENT OF BUILDINGS,6/20/2016,QUEENS,ASSISTANT PLAN EXAMINER,ACTIVE,93015,per Annum,1484,73557.69,3.25,165.39,2525.4,49.57,FALSE
2025,810,DEPARTMENT OF BUILDINGS,3/2/2020,MANHATTAN,AGENCY ATTORNEY,ACTIVE,95450,per Annum,1820,93093.79,0,0,5504.9,51.15,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/24/2022,MANHATTAN,AGENCY ATTORNEY,ACTIVE,95450,per Annum,1820,83461.81,0,0,1667.09,45.86,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/24/2016,MANHATTAN,ASSOCIATE STAFF ANALYST,ACTIVE,100112,per Annum,1820,99171.67,0,0,0,54.49,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/30/1989,MANHATTAN,COMPUTER ASSOCIATE,ACTIVE,101415,per Annum,1820,99654.99,0,0,4706.33,54.76,FALSE
2025,810,DEPARTMENT OF BUILDINGS,5/31/2022,RICHMOND,CIVIL ENGINEER,ACTIVE,107656,per Annum,1820,104329.53,10,630.05,372.23,57.32,FALSE
2025,810,DEPARTMENT OF BUILDINGS,1/22/2007,BROOKLYN,CIVIL ENGINEER,ACTIVE,109201,per Annum,1820,105835.53,0,0,10198.68,58.15,FALSE
2025,810,DEPARTMENT OF BUILDINGS,9/29/2014,MANHATTAN,COMPUTER SYSTEMS MANAGER,ACTIVE,118281,per Annum,1820,114626.85,0,0,0,62.98,FALSE
2025,810,DEPARTMENT OF BUILDINGS,4/16/2007,QUEENS,ADMINISTRATIVE ENGINEER,ACTIVE,124836,per Annum,1820,120979.57,0,0,307.03,66.47,FALSE
2025,810,DEPARTMENT OF BUILDINGS,12/1/1997,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,128296,per Annum,1820,126363.79,0,0,3185.41,69.43,FALSE
2025,810,DEPARTMENT OF BUILDINGS,8/15/2005,MANHATTAN,COMPUTER SPECIALIST,ACTIVE,128414,per Annum,1820,124424.26,0,0,6350.72,68.36,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/20/2014,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,137698,per Annum,1820,135313.47,0,0,3313.97,74.35,FALSE
2025,810,DEPARTMENT OF BUILDINGS,10/15/2019,MANHATTAN,EXECUTIVE AGENCY COUNSEL,ACTIVE,141446,per Annum,1820,107994.62,0,0,3570.24,59.34,FALSE
2025,810,DEPARTMENT OF BUILDINGS,11/19/2012,MANHATTAN,ADMINISTRATIVE ENGINEER,ACTIVE,143284,per Annum,1820,138857.31,0,0,171.28,76.3,FALSE
2025,810,DEPARTMENT OF BUILDINGS,11/17/2014,MANHATTAN,ADMINISTRATIVE ARCHITECT,ACTIVE,182700,per Annum,1820,176444.22,0,0,0,96.95,FALSE
2025,801,DEPARTMENT OF BUSINESS SERV.,4/3/2023,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,78868,per Annum,1820,76430.96,0,0,3000,42,FALSE
2025,801,DEPARTMENT OF BUSINESS SERV.,3/2/2020,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,90395,per Annum,1820,87602.47,0,0,0,48.13,FALSE
2025,801,DEPARTMENT OF BUSINESS SERV.,4/17/2000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,103468,per Annum,1820,101672.67,0,0,3313.97,55.86,FALSE
2025,801,DEPARTMENT OF BUSINESS SERV.,9/30/2019,MANHATTAN,CERTIFIED IT DEVELOPER,ACTIVE,159521,per Annum,1820,154563.25,0,0,5498.01,84.92,FALSE
2025,801,DEPARTMENT OF BUSINESS SERV.,7/17/2023,MANHATTAN,DEPUTY COMMISSIONER,ACTIVE,246817,per Annum,1820,237082.48,0,0,0,130.27,FALSE
2025,30,DEPARTMENT OF CITY PLANNING,1/3/2023,MANHATTAN,CITY RESEARCH SCIENTIST,ACTIVE,81991,per Annum,1820,79457.58,0,0,418.57,43.66,FALSE
2025,30,DEPARTMENT OF CITY PLANNING,9/21/1987,MANHATTAN,CITY PLANNER,ACTIVE,102836,per Annum,1820,99666.95,0,0,8666.33,54.76,FALSE
2025,72,DEPARTMENT OF CORRECTION,1/10/2006,QUEENS,INSTITUTIONAL AIDE,ACTIVE,46282,per Annum,2080,44828.4,173.75,6115.87,6596.69,21.55,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/30/2017,QUEENS,SUPERVISOR OF STOCK WORKERS,ACTIVE,50593,per Annum,1820,47949.92,0,0,1661.4,26.35,FALSE
2025,72,DEPARTMENT OF CORRECTION,5/19/2008,QUEENS,*SENIOR COOK,ACTIVE,50703,per Annum,2080,48773.82,153.25,6235.27,10279.76,23.45,FALSE
2025,72,DEPARTMENT OF CORRECTION,4/9/2018,QUEENS,MOTOR VEHICLE OPERATOR,ACTIVE,58020,per Annum,1758.85,47949.51,240.5,10131.08,18314.36,27.26,FALSE
2025,72,DEPARTMENT OF CORRECTION,10/19/2023,QUEENS,CORRECTION OFFICER,ACTIVE,59629,per Annum,2080,51361.41,845,35940.9,5140.13,24.69,FALSE
